sample_id,latitude,longitude,spatial_block_id,regional_zone_id,label_status,manganese_associated,data_quality_flag,feature_distribution_distance,distance_to_nearest_known_manganese_occurrence_km,geological_group,geological_formation,stratigraphic_unit,lithology,host_rock,ore_host_compatibility_score,formation_contact_distance_km,geological_age_ma,metamorphic_grade,weathering_class,alteration_intensity,geological_complexity_score,distance_to_fault_km,distance_to_lineament_km,lineament_density_per_sq_km,lineament_intersection_density,shear_zone_proximity_km,structural_complexity_score,fold_position,fold_hinge_proximity_km,structural_orientation,distance_to_major_geological_contact_km,drainage_anomaly_score,elevation_m,slope_deg,aspect_deg,aspect_sin,aspect_cos,curvature,terrain_ruggedness,local_relief_m,drainage_density,topographic_position_index,valley_or_ridge_class,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDMI,MNDWI,BSI,B4_B2_ratio,B11_B12_ratio,B12_B8_ratio,B11_B8_ratio,gossan_alteration_index,red_edge_ratio_1,red_edge_ratio_2,VV,VH,VV_VH_ratio,radar_backscatter_mean,radar_texture,radar_roughness_proxy,aster_vnir_swir_proxy,aster_thermal_lithology_proxy,multisensor_spectral_anomaly_score
SAU-006917,21.66105,79.75474,BLK_014_008,ZONE_05,UNLABELLED,not_documented,ok,3.42032,3.45376,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,Biotite-muscovite schist/gneiss and biotite granulite,0.5839,0.39534,1635.5831,medium (lower amphibolite),highly weathered / lateritic,0.6038,0.3083,1.36624,0.87801,1.66215,0.52562,15.66508,0.6843,not_applicable,8.0116,N-S,2.68173,0.4388,412.99562,5.56104,300.07306,-0.86539,0.5011,-0.005,12.32144,59.4842,1.16628,0.42156,slope,0.10703,0.11288,0.16642,0.1832,0.18278,0.179,,0.20014,0.29454,0.19048,,,-0.44588,,1.55489,1.5463,,,,0.99771,0.97707,-7.5651,-22.73567,15.17057,-15.15038,,0.79717,0.37848,0.924,0.3489
SAU-006918,21.78448,79.82476,BLK_016_009,ZONE_05,UNLABELLED,not_documented,ok,3.2722,7.59305,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.1801,9.31665,2269.4259,granulite facies,moderately weathered,0.4166,0.6617,0.58838,0.3063,1.73293,0.53648,13.81459,0.5392,not_applicable,19.92472,NW-SE,0.80517,0.4537,260.0,11.31048,230.13566,-0.76756,-0.64097,0.5322,2.2121,31.26307,1.02133,-5.02805,valley,0.06345,0.07887,0.08368,,0.16925,0.19835,0.23748,0.22867,0.22285,0.15901,0.47889,0.03178,-0.4772,0.00922,1.31883,1.40148,0.66957,0.93839,1.01861,,,-15.96849,-19.44758,3.47909,-17.70804,0.05,0.423,-0.4459,0.7781,0.2697
SAU-006919,21.85634,80.20637,BLK_018_017,ZONE_03,UNLABELLED,not_documented,ok,3.42033,3.12549,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,Quartz-muscovite schist and gneiss,0.421,1.69791,1758.1864,medium (lower amphibolite),highly weathered / lateritic,0.1847,0.5635,1.99172,2.01929,1.87167,0.89894,6.49746,0.5887,limb,,ENE-WSW,0.70849,0.3877,525.97779,6.64574,142.72885,0.60559,-0.79578,-0.458,4.43899,23.81012,1.75166,7.21826,ridge,0.01219,0.08298,0.005,0.05718,0.25751,0.34597,,0.36542,0.11317,0.07675,,,-0.15391,,0.41017,1.47453,,,,4.5035,6.05054,-11.69335,-16.11842,4.42508,-13.90588,0.37118,0.28457,-0.25813,0.1303,0.3024
SAU-006920,21.78589,79.86813,BLK_016_010,ZONE_05,UNLABELLED,not_documented,ok,3.95279,7.52371,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,Marble and calc-silicate rock,0.4551,0.50336,2093.00099,medium (lower amphibolite),moderately weathered,0.3214,0.7779,1.59566,1.05909,1.78342,0.58726,9.83833,1.0,not_applicable,23.4027,ENE-WSW,0.72298,0.6203,260.0,6.74865,252.9324,-0.95596,-0.2935,0.6394,11.00557,55.04196,2.45698,-11.28895,valley,0.05436,0.08447,0.06334,0.10334,0.20967,0.2718,0.25625,0.26318,0.16324,0.11874,0.60362,0.22172,-0.31799,-0.15643,1.16519,1.37477,0.46338,0.63703,0.72947,2.02893,2.63015,-8.38281,,,,0.21637,0.15331,-0.1289,0.0,0.2697
SAU-006921,21.60763,79.80126,BLK_013_009,ZONE_05,UNLABELLED,not_documented,ok,3.2087,8.0106,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.6157,2.11943,1744.63158,high (upper amphibolite),fresh / slightly weathered,0.1472,0.289,4.97661,3.67702,1.22497,0.19641,13.58373,0.5706,limb,3.22816,NW-SE,0.34196,0.0,342.38377,3.84953,315.14772,-0.70528,0.70893,0.0344,7.50794,44.64835,2.71221,1.06695,slope,0.04313,0.07076,0.05231,0.09085,0.1733,0.20439,0.24357,0.2059,0.35435,0.34667,0.64641,-0.18528,-0.6671,0.17301,1.21284,1.02215,1.42329,1.45482,1.41842,1.90754,2.24975,-11.8089,-22.82163,11.01273,-17.31527,0.06291,0.23424,1.21376,0.2217,0.5431
SAU-006922,21.53541,79.77167,BLK_011_008,ZONE_09,UNCERTAIN,ambiguous,ok,3.17748,2.59035,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,Biotite-muscovite schist/gneiss and biotite granulite,0.3012,0.20856,1623.48805,high (upper amphibolite),fresh / slightly weathered,0.5578,0.3823,3.28846,2.38661,1.69109,0.51837,11.5897,0.5688,,3.85922,N-S,0.94933,0.3066,457.16101,9.00749,350.85745,-0.15889,0.9873,0.1849,0.66022,13.55899,1.46475,-0.69399,slope,0.08102,0.08761,0.11379,0.11672,0.14698,0.17639,0.19944,0.19895,0.35701,0.25243,0.27344,-0.28317,-0.60591,0.25336,1.40447,1.41429,1.26569,1.79006,1.67867,1.25925,1.51122,-16.37059,-25.07616,8.70558,-20.72338,0.05,0.02,0.99265,0.7757,0.4945
SAU-006923,21.67299,79.70904,BLK_014_007,ZONE_05,UNLABELLED,not_documented,ok,3.26459,2.5291,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),,"Marble, calc-silicate rock, granulite/gneiss",0.3591,0.28829,1802.1927,low (greenschist),highly weathered / lateritic,0.4535,0.4659,2.90039,,1.51143,0.24637,17.58465,0.7072,not_applicable,11.10771,NNE-SSW,4.36869,0.1564,285.86756,3.4344,326.36674,-0.55387,0.8326,-0.301,5.64181,24.39981,2.1691,1.43661,slope,0.08517,0.08515,0.12131,0.12695,0.16175,,0.19552,0.18658,0.24621,0.18542,0.23423,-0.11475,-0.48606,0.13395,1.42433,1.32785,0.94834,1.25926,1.30934,1.27412,,-12.04769,-34.57285,22.52516,-23.31027,0.75015,0.31722,0.07477,0.0842,0.3345
SAU-006924,21.94229,80.46138,BLK_019_022,ZONE_06,UNLABELLED,not_documented,ok,2.48241,3.1916,Sausar Group,Sitasaongi Formation,,Quartz-muscovite schist and gneiss,Quartz-muscovite schist and gneiss,0.4539,0.94686,2026.99765,low (greenschist),highly weathered / lateritic,0.2546,0.4347,4.1475,2.93936,2.25376,0.85672,10.1726,0.3997,not_applicable,2.89474,N-S,0.42462,0.2857,453.81608,10.2819,67.56356,0.9243,0.38166,-0.2648,10.48069,46.67048,,6.41933,,0.00544,0.04061,0.03107,0.07223,0.1945,0.24092,0.23188,0.24182,0.21642,0.2083,0.76368,0.03449,-0.68401,0.02098,5.7114,1.03898,0.89831,0.93333,1.04285,2.69279,3.33546,-12.04474,-17.45768,5.41294,-14.75121,0.57807,,-0.99291,0.3967,0.2513
SAU-006925,21.65947,79.7584,BLK_014_008,ZONE_05,UNLABELLED,not_documented,ok,2.51837,3.84939,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",,0.0163,1.23888,2540.09062,low (greenschist),moderately weathered,0.5245,0.5928,0.85551,0.59657,1.43634,0.93128,15.32046,0.547,not_applicable,7.74808,NNE-SSW,0.6825,0.5112,388.13717,4.45516,298.43669,-0.87934,0.47619,0.1473,9.35724,47.19699,0.84194,-0.70336,slope,0.0751,0.09246,0.10993,0.12246,0.15708,0.15896,0.14919,0.18832,,0.21883,0.15151,,,,1.46378,,1.46679,,,1.2827,1.29806,-12.15991,-23.81857,11.65866,-17.98924,0.98208,0.66118,1.1338,,0.6068
SAU-006926,21.82328,80.20223,BLK_017_017,ZONE_03,UNLABELLED,not_documented,ok,3.62542,3.25471,,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,0.2142,2.73423,1770.36185,high (upper amphibolite),fresh / slightly weathered,0.3576,0.5377,1.27047,0.9153,2.03311,1.02675,3.83518,0.7662,not_applicable,15.10817,NNE-SSW,0.47343,0.5775,527.31406,7.5469,127.83696,0.78976,-0.61342,-0.2834,8.84898,38.19919,1.25606,6.33306,ridge,0.02555,0.06743,0.005,0.05152,0.27845,0.33701,0.3679,0.3788,0.12146,0.04775,0.97318,0.5036,-0.28604,-0.51353,0.19569,2.54366,0.12979,0.33014,0.32141,5.4047,6.54134,-9.24313,-11.8175,2.57437,-10.53032,0.26239,0.15753,-0.35063,1.0,0.221
SAU-006927,21.87377,80.24789,BLK_018_017,ZONE_03,UNLABELLED,not_documented,ok,3.3323,4.12291,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.0731,0.67299,,high (upper amphibolite),fresh / slightly weathered,0.471,0.6902,3.57655,2.71927,1.61912,1.01376,6.34642,0.6187,not_applicable,12.01414,E-W,0.14653,0.4468,429.17935,4.48019,162.12234,0.30699,-0.95171,-0.13,26.6649,98.06728,1.61103,7.50621,ridge,0.0367,0.07451,0.04718,0.08045,0.27032,0.31182,,0.32345,0.15536,0.11404,,,-0.35172,,1.28556,1.36233,,,,3.3601,3.87595,-2.45263,-14.01557,11.56293,-8.2341,1.62916,1.48428,-0.15266,0.0,0.3086
SAU-006928,21.52582,79.68794,BLK_011_006,ZONE_09,UNCERTAIN,ambiguous,ok,3.92755,2.74607,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.036,0.10111,1724.45415,,moderately weathered,0.2845,0.5447,0.83497,0.43213,1.82011,0.81112,2.86371,0.726,not_applicable,2.9737,NNE-SSW,0.31223,0.7256,314.73441,2.6113,336.90802,-0.39221,0.91988,0.4044,4.9268,24.96282,1.89953,-6.18437,valley,0.0714,0.05713,0.10041,0.0967,0.10696,0.11107,0.09346,0.10834,0.20473,0.20356,-0.03585,-0.37315,-0.56366,0.29847,1.4063,1.00575,2.17804,2.19056,1.8509,1.1061,1.1486,-13.14006,-24.29162,11.15156,-18.71584,0.05,0.32662,-0.64326,0.0,0.457
SAU-006929,21.6706,79.73082,BLK_014_007,ZONE_05,UNLABELLED,not_documented,ok,2.45074,1.37073,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,Biotite-muscovite schist/gneiss and biotite granulite,0.3094,0.78556,2052.24525,granulite facies,highly weathered / lateritic,0.5019,0.464,1.91428,1.29072,1.56483,0.88892,17.99584,0.5249,not_applicable,9.90812,NNE-SSW,0.53441,0.3993,392.44934,4.92616,315.74899,-0.6978,0.71629,-0.0615,11.82223,50.54394,0.62095,3.68726,ridge,0.09119,0.08788,0.14234,0.14728,0.16485,0.17032,,0.15032,0.26299,,,,-0.49907,,1.56092,,,,,1.1193,1.15644,-11.52148,-23.88679,12.36531,-17.70414,0.55968,1.15196,0.33332,0.9158,0.4116
SAU-006930,21.60872,79.58955,BLK_013_004,ZONE_09,UNLABELLED,not_documented,ok,1.66914,12.61384,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.275,3.31592,2299.55838,granulite facies,highly weathered / lateritic,0.0665,0.3794,0.60699,0.1965,1.89606,0.48663,12.20499,0.49,not_applicable,13.41166,NW-SE,1.16801,0.6952,394.89658,3.84817,274.13283,-0.9974,0.07207,-0.3549,13.69638,47.23284,1.47229,6.69635,ridge,0.05309,0.07025,0.04471,0.09615,0.20862,0.27685,0.27007,0.28728,0.18408,0.14044,0.71593,0.18934,-0.44757,-0.17098,0.84215,1.31074,0.52001,0.6816,0.70798,2.16973,2.87936,-8.29014,-18.64016,10.35002,-13.46515,0.79909,0.35986,-0.7888,0.6929,0.3458
SAU-006931,21.82611,80.21456,BLK_017_017,ZONE_03,POSITIVE,associated,ok,3.6531,2.29239,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,Marble and calc-silicate rock,0.2555,0.20276,2079.52367,medium (lower amphibolite),fresh / slightly weathered,0.2632,0.4573,3.41593,2.22767,2.42902,1.12056,3.31728,0.4987,not_applicable,13.95888,ENE-WSW,5.52302,0.3099,432.60162,4.3012,133.33255,0.72738,-0.68623,-0.22,7.87013,37.41803,1.92601,2.98088,slope,0.02499,0.07758,0.005,0.04736,0.22189,0.30993,0.31877,0.32671,,0.08174,0.96911,,,,0.20008,,0.25642,,,4.68518,6.54413,-9.45078,-17.23103,7.78026,-13.3409,0.25039,0.57873,-0.84217,0.0,0.199
SAU-006932,21.7807,80.01238,BLK_016_013,ZONE_03,POSITIVE,associated,ok,2.14701,0.79262,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.149,1.18351,2181.81458,granulite facies,fresh / slightly weathered,0.5092,0.6192,1.61356,1.55358,2.24148,1.31247,2.39905,0.727,limb,32.25805,NW-SE,0.27585,0.3731,405.92064,14.57008,298.52599,-0.8786,0.47756,0.4817,2.96228,16.12776,1.34246,-12.5284,valley,0.05726,0.09768,0.07217,0.11077,0.22182,0.2597,0.25712,0.30141,0.2101,0.12974,0.56166,0.10064,-0.36526,-0.05382,1.26039,1.61939,0.50459,0.81713,0.89786,2.00253,2.3445,-11.98514,-20.26423,8.27909,-16.12469,0.23336,0.4177,0.02289,0.896,0.345
SAU-006933,21.76959,79.81958,BLK_016_009,ZONE_05,UNLABELLED,not_documented,ok,2.95747,6.32321,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.1282,2.17566,2574.50113,granulite facies,fresh / slightly weathered,0.0,0.3839,2.53383,1.61441,1.51516,0.81775,12.88673,0.5543,not_applicable,20.24178,N-S,0.75431,0.2935,269.86504,7.15349,232.01041,-0.78812,-0.61552,0.1172,4.60501,30.0285,1.50858,-2.62895,slope,0.05073,0.05348,0.05019,0.08153,0.1582,0.17249,0.18767,0.19953,0.20389,0.18516,0.57799,-0.04142,-0.58441,0.03184,0.98936,1.10116,0.98663,1.08643,1.06577,1.94039,2.11566,-13.2781,-21.9084,8.6303,-17.59325,0.05,0.65267,-1.00687,0.9468,0.3576
SAU-006934,21.76711,80.0127,BLK_016_013,ZONE_03,UNLABELLED,not_documented,ok,3.8427,1.61303,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,Biotite-muscovite schist/gneiss and biotite granulite,0.5154,0.93201,2078.1075,high (upper amphibolite),fresh / slightly weathered,0.7819,0.7399,3.69376,2.6707,1.85407,1.09581,1.1456,0.9956,not_applicable,31.32969,ENE-WSW,0.74274,0.4199,794.04506,18.72531,284.00305,-0.97028,0.24197,-0.2734,7.29977,34.1088,0.96901,5.16674,ridge,0.1035,0.11942,0.13822,0.15902,,0.29403,0.28389,0.26715,0.11839,0.05082,0.3451,0.4114,0.00433,-0.20307,1.33546,2.32959,0.17901,0.41703,0.66241,,1.84901,-12.59962,-17.75612,5.1565,-15.17787,0.05,0.49123,0.24745,1.0,0.4552
SAU-006935,21.77324,79.85091,BLK_016_010,ZONE_05,UNLABELLED,not_documented,ok,3.43855,5.88794,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.2697,0.47239,2201.22337,granulite facies,fresh / slightly weathered,0.2774,0.6607,1.77816,1.37548,1.38262,0.89062,11.24535,0.8603,not_applicable,21.58736,NW-SE,3.78388,0.419,260.0,8.45733,243.64316,-0.89605,-0.44396,0.3277,4.7833,12.7233,1.10512,-6.66013,valley,0.05725,0.07197,0.05969,0.08603,0.15008,0.18473,0.21281,0.20734,0.25382,0.20126,0.56191,-0.08789,-0.55818,0.07446,1.04262,1.26115,0.94573,1.19271,1.16089,1.74451,2.14727,-13.26585,-21.79611,8.53026,-17.53098,0.05,,0.67429,1.0,0.2879
SAU-006936,21.79765,80.01002,BLK_016_013,ZONE_03,UNLABELLED,not_documented,ok,3.53452,2.2082,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,Biotite-muscovite schist/gneiss and biotite granulite,0.4453,0.31839,1724.66443,high (upper amphibolite),moderately weathered,0.4117,0.6527,0.1973,0.02044,2.20991,0.86972,3.62321,0.8388,not_applicable,33.32768,NW-SE,3.85289,0.658,379.60389,10.49221,326.97936,-0.54494,0.83847,0.7777,4.69927,22.02019,1.669,-16.83771,valley,0.08132,0.09105,0.05523,0.11917,0.26934,0.32744,0.35435,0.34222,0.1381,0.09648,0.73031,0.43913,-0.20532,-0.38528,0.67917,1.43138,0.27227,0.38973,0.44375,2.26013,2.74767,-11.74978,-17.81763,6.06785,-14.78371,0.05,0.67248,-0.27964,1.0,0.3499
SAU-006937,21.62186,79.58002,BLK_013_004,ZONE_09,UNLABELLED,not_documented,ok,2.45607,14.22759,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.3788,10.12395,2431.34974,low (greenschist),highly weathered / lateritic,0.3176,0.6356,1.71203,1.56421,1.39442,0.67496,13.96173,0.4729,not_applicable,15.00627,ENE-WSW,4.05947,0.449,388.17235,4.09602,276.59263,-0.99339,0.11481,-0.4181,17.8251,65.64896,1.72598,6.85013,ridge,0.09184,0.09655,0.09698,0.1164,0.18754,0.20305,0.20604,0.23951,0.20365,0.13676,0.35991,0.00583,-0.35676,0.00459,1.05597,1.48911,0.66375,0.9884,1.00923,1.61117,1.74442,-8.04635,-19.3648,11.31845,-13.70558,0.75228,1.24741,,0.8968,0.4387
SAU-006938,21.66232,79.7798,BLK_014_008,ZONE_05,UNLABELLED,not_documented,ok,2.47607,5.54579,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,Quartz-muscovite schist and gneiss,0.3182,0.49496,1896.39987,high (upper amphibolite),moderately weathered,0.3067,0.5276,0.80235,0.22731,1.62327,0.72146,13.08438,0.5737,not_applicable,7.87255,N-S,1.1626,0.5515,378.71358,3.94359,283.87026,-0.97084,0.23972,-0.2804,8.24879,35.82639,1.76413,0.61501,slope,,0.1004,0.10799,0.12743,0.16681,0.19826,0.18088,0.2048,0.36686,0.26503,0.25233,-0.33954,-0.57026,,,1.38422,1.46523,2.0282,,1.30903,1.55583,-14.71349,-22.7055,7.99201,-18.7095,0.42165,0.02,0.72263,0.162,0.4705
SAU-006939,21.77607,80.20211,BLK_016_017,ZONE_03,UNLABELLED,not_documented,ok,3.43896,3.30403,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,Marble and calc-silicate rock,0.4083,3.8947,1783.26605,medium (lower amphibolite),fresh / slightly weathered,0.4554,0.2957,0.84214,0.67923,1.51975,0.52612,0.32753,0.5844,not_applicable,13.82867,NNE-SSW,2.26731,0.5581,410.92385,3.50607,126.32912,0.80563,-0.59242,-0.0533,1.90348,23.57315,2.09255,0.90027,slope,0.07637,0.09029,0.09704,0.10055,0.20852,0.23847,0.23932,0.2529,0.17885,,0.423,0.14461,-0.32905,-0.06728,1.27066,,,0.74733,0.87393,2.07379,2.37166,-15.21808,-20.55401,5.33592,-17.88605,0.05,0.02,-0.17946,0.1533,0.2867
SAU-006940,21.80719,80.19122,BLK_017_016,ZONE_03,UNCERTAIN,ambiguous,ok,3.24256,1.16496,Sausar Group,Mansar Formation,Mansar Fm - non-ore interband,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,0.727,0.07154,1791.71826,high (upper amphibolite),fresh / slightly weathered,0.7945,0.497,2.36589,0.53736,2.28513,1.47557,3.09995,0.633,not_applicable,15.74071,ENE-WSW,0.00101,0.3031,492.30679,7.33421,119.87227,0.86714,-0.49807,-0.2791,8.5591,39.04345,1.39494,2.34657,slope,0.07221,0.08367,0.12343,0.1004,0.16806,0.19109,0.20276,0.21598,0.23507,0.1345,0.2432,-0.0738,-0.475,0.13186,1.70932,1.74773,0.66335,1.15935,1.30378,1.6739,1.90329,-14.18785,-19.99628,5.80843,-17.09207,0.82481,0.2738,-0.09172,0.5615,0.3302
SAU-006941,21.73776,80.01317,BLK_015_013,ZONE_03,UNLABELLED,not_documented,ok,3.99018,4.72411,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,Quartz-muscovite schist and gneiss,0.2044,0.03952,1971.23934,high (upper amphibolite),moderately weathered,0.3875,0.7266,4.27854,2.92945,0.66049,0.58776,0.61303,0.5953,not_applicable,29.46564,ENE-WSW,0.89226,0.1264,496.35761,11.52886,262.27303,-0.99092,-0.13445,-3.8828,7.97378,39.78959,1.56966,64.52119,ridge,0.07623,0.08214,0.0773,0.08506,0.21537,0.23816,0.26171,0.25548,0.167,0.10685,0.54397,0.22092,-0.34061,-0.16083,1.01404,1.56294,0.40828,0.63811,0.72291,2.53198,2.79991,-13.4801,-16.53919,3.05909,-15.00964,,0.09109,0.64505,0.7548,0.3728
SAU-006942,21.98868,80.46452,BLK_020_022,ZONE_06,POSITIVE,associated,ok,4.15122,2.14146,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,Quartz-mica schist and quartzite,0.4887,0.59515,,medium (lower amphibolite),moderately weathered,0.4505,0.6021,0.44312,0.03589,1.78777,0.66579,9.60977,1.0,,6.21528,NW-SE,1.69723,0.7261,542.26553,7.90265,49.06806,0.75549,0.65516,-0.7486,9.35208,53.79465,0.80953,16.6661,,0.05251,,0.07821,0.11589,0.22468,0.2432,0.27318,0.25255,0.21629,0.184,0.55485,0.11623,,-0.05029,1.48943,1.17549,0.67355,0.79175,0.90423,1.93874,2.09854,-13.21105,-17.60897,4.39791,-15.41001,0.3307,0.22113,-0.14845,0.832,0.4432
SAU-006943,21.94089,80.41921,BLK_019_021,ZONE_06,UNLABELLED,not_documented,ok,2.43739,6.16561,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.1834,0.5104,2301.18777,medium (lower amphibolite),highly weathered / lateritic,0.2409,0.1651,3.95251,3.57785,1.9344,0.87215,7.02137,0.2676,hinge/closure,1.3989,NNE-SSW,3.57324,0.6074,439.8805,9.19236,42.21444,0.67191,0.74064,-0.2363,10.42609,46.6359,2.08184,-1.64174,slope,0.07971,0.08303,0.0477,0.09803,0.233,0.29511,0.32726,0.30231,0.19164,0.14479,0.74557,0.26136,-0.39542,-0.25936,0.59842,1.32357,0.44243,0.58559,0.5881,2.37682,3.0104,-10.91002,-18.39343,7.48341,-14.65173,0.86261,0.78836,-0.5889,0.6485,0.5252
SAU-006944,21.7425,79.88145,BLK_015_010,ZONE_05,UNCERTAIN,ambiguous,ok,3.61264,4.09779,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss","Marble, calc-silicate rock, granulite/gneiss",0.2738,0.79495,1946.34396,granulite facies,highly weathered / lateritic,0.4491,0.5495,2.96317,2.25787,2.26215,1.83245,6.65067,0.9143,not_applicable,20.004,N-S,0.14181,0.0,260.0,6.67701,268.54284,-0.99968,-0.02543,0.5228,10.61888,31.59381,2.48629,-10.09318,valley,0.06425,0.0602,0.07897,0.10354,0.15726,0.1876,0.1904,0.1879,0.28343,0.18052,0.41367,-0.19634,-0.64962,0.17462,1.22911,1.57008,0.94811,1.4886,1.42313,1.51883,1.81186,-9.77922,-21.46643,11.68721,-15.62282,0.05,0.63624,-0.04334,0.26,0.2469
SAU-006945,21.69238,79.68836,BLK_014_006,ZONE_05,UNLABELLED,not_documented,ok,2.3851,4.53528,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.2167,0.97469,2187.64639,granulite facies,moderately weathered,0.2282,0.5629,3.22815,1.95143,1.78543,0.78773,19.21916,0.6199,not_applicable,13.96047,ENE-WSW,1.30898,0.198,360.52465,6.62697,340.08842,-0.34057,0.94022,0.1799,10.05259,46.80543,1.44678,-2.21149,slope,0.0663,0.07153,0.08458,0.10629,0.15613,0.15904,0.20087,0.20132,0.29355,0.21231,0.40739,-0.18745,-0.60814,0.17195,1.27572,1.38265,1.05695,1.46139,1.41532,1.46891,1.49628,-11.54124,-18.68161,7.14037,-15.11142,0.73764,0.66083,0.25371,0.9782,0.3792
SAU-006946,21.50213,79.73229,BLK_011_007,ZONE_09,UNLABELLED,not_documented,ok,2.2357,5.81346,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)","Biotite gneiss (potassic, migmatitic)",0.2051,1.10629,2238.14557,medium (lower amphibolite),moderately weathered,0.1551,0.6356,6.02157,4.4584,0.661,0.0,7.66732,0.3247,limb,1.72059,NW-SE,0.49453,0.0947,453.24009,6.70617,342.83053,-0.2952,0.95544,0.2457,14.30687,62.98508,1.42601,-2.87306,slope,0.05869,0.05036,0.08963,0.07921,0.13772,0.16531,0.1968,0.18258,0.34446,0.32105,0.37416,-0.27281,-0.7449,0.259,1.52718,1.07292,1.63135,1.7503,1.69905,1.73867,2.08698,-10.35637,-20.85006,10.49369,-15.60322,0.9161,0.90143,0.54056,0.766,0.4257
SAU-006947,21.80926,80.03477,BLK_017_013,ZONE_03,UNLABELLED,not_documented,ok,3.04164,3.57911,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon II (middle),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon [ore-adjacent facies],0.9411,0.31931,2097.16612,high (upper amphibolite),moderately weathered,0.5606,1.0,1.43321,0.84015,2.21504,1.18644,3.67475,0.7414,limb,31.52923,NNE-SSW,5.17983,0.4149,368.03216,5.56694,0.20333,0.00355,0.99999,0.6357,6.87666,38.1568,1.44832,-9.64672,valley,0.061,0.10205,0.08151,0.13148,0.22306,0.27567,0.29459,0.30889,0.14497,0.03495,0.56655,0.34039,-0.17375,-0.22181,1.33623,4.14793,0.11864,0.49211,0.63691,1.69653,2.09667,-9.6239,-18.90451,9.28061,-14.2642,0.05,0.23155,0.59941,0.4918,0.3744
