latitude,longitude,geological_group,geological_formation,stratigraphic_unit,lithology,metamorphic_grade,weathering_class,fold_position,structural_orientation
21.1257,79.88304,Tirodi Gneissic Complex,Tirodi Gneiss,,"Biotite gneiss (potassic, migmatitic)",low (greenschist),highly weathered / lateritic,limb,NW-SE
21.85524,79.99242,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,low (greenschist),highly weathered / lateritic,not_applicable,E-W
20.98257,80.14954,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss",high (upper amphibolite),moderately weathered,not_applicable,E-W
21.78901,80.1958,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss",low (greenschist),fresh / slightly weathered,not_applicable,E-W
21.16996,80.42973,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,medium (lower amphibolite),highly weathered / lateritic,not_applicable,NNE-SSW
21.48619,79.70541,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss",low (greenschist),fresh / slightly weathered,hinge/closure,N-S
21.62386,79.49551,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss",low (greenschist),highly weathered / lateritic,limb,NW-SE
21.72686,79.59243,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",low (greenschist),moderately weathered,not_applicable,NW-SE
21.89924,80.5679,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),fresh / slightly weathered,not_applicable,N-S
21.56944,80.06069,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,highly weathered / lateritic,not_applicable,NW-SE
22.00615,79.63482,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),highly weathered / lateritic,limb,E-W
22.09606,80.37162,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,high (upper amphibolite),highly weathered / lateritic,not_applicable,E-W
22.12126,80.11311,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),low (greenschist),moderately weathered,not_applicable,E-W
21.33347,79.82753,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,,fresh / slightly weathered,not_applicable,N-S
20.98861,79.37379,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),low (greenschist),moderately weathered,not_applicable,N-S
21.80896,80.36762,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",low (greenschist),fresh / slightly weathered,limb,NW-SE
21.25228,80.28267,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,medium (lower amphibolite),moderately weathered,limb,NNE-SSW
21.87122,79.69074,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),moderately weathered,not_applicable,N-S
20.956,79.69531,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,low (greenschist),fresh / slightly weathered,not_applicable,NNE-SSW
21.88262,79.70293,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",low (greenschist),moderately weathered,limb,ENE-WSW
22.00522,79.73243,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,high (upper amphibolite),moderately weathered,limb,N-S
21.73158,79.75347,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,low (greenschist),moderately weathered,limb,NNE-SSW
21.14406,79.83961,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,moderately weathered,not_applicable,N-S
21.55939,80.62426,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,medium (lower amphibolite),highly weathered / lateritic,not_applicable,
21.55624,79.94813,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),moderately weathered,not_applicable,NNE-SSW
22.00485,79.84059,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,medium (lower amphibolite),fresh / slightly weathered,not_applicable,N-S
21.5888,79.96103,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,fresh / slightly weathered,not_applicable,NNE-SSW
21.61057,80.28496,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",,fresh / slightly weathered,limb,NW-SE
21.3328,80.4988,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,high (upper amphibolite),moderately weathered,not_applicable,ENE-WSW
21.8242,80.63804,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),moderately weathered,not_applicable,ENE-WSW
21.01036,79.98188,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),medium (lower amphibolite),fresh / slightly weathered,not_applicable,N-S
22.11154,79.94819,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,low (greenschist),fresh / slightly weathered,not_applicable,E-W
21.6775,79.7794,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon I (lower),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,low (greenschist),highly weathered / lateritic,not_applicable,ENE-WSW
21.9648,80.36282,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,high (upper amphibolite),moderately weathered,not_applicable,NW-SE
21.88728,80.20226,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss",low (greenschist),moderately weathered,not_applicable,E-W
21.21178,79.82237,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss",low (greenschist),highly weathered / lateritic,not_applicable,ENE-WSW
21.29689,80.0241,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),highly weathered / lateritic,not_applicable,NNE-SSW
21.28361,79.61757,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,highly weathered / lateritic,not_applicable,N-S
21.22062,80.25219,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss",high (upper amphibolite),fresh / slightly weathered,not_applicable,NNE-SSW
20.96909,79.67776,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss",high (upper amphibolite),moderately weathered,not_applicable,N-S
21.94234,79.80441,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,high (upper amphibolite),highly weathered / lateritic,limb,ENE-WSW
21.59542,79.43855,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,low (greenschist),,limb,N-S
21.65942,79.63583,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,moderately weathered,not_applicable,E-W
21.54004,79.60335,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,granulite facies,moderately weathered,not_applicable,E-W
21.09924,80.3059,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,fresh / slightly weathered,not_applicable,NW-SE
21.47332,80.25281,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),fresh / slightly weathered,not_applicable,NW-SE
21.30236,80.04959,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,medium (lower amphibolite),highly weathered / lateritic,limb,NW-SE
22.02047,79.85317,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),fresh / slightly weathered,not_applicable,NW-SE
21.79145,80.50624,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,highly weathered / lateritic,not_applicable,N-S
21.7923,80.13369,Sausar Group,Lohangi Formation,Lohangi Formation (undifferentiated),"Marble, calc-silicate rock, granulite/gneiss",low (greenschist),fresh / slightly weathered,limb,ENE-WSW
21.60804,80.20533,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,low (greenschist),highly weathered / lateritic,limb,E-W
21.04801,80.38539,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),fresh / slightly weathered,not_applicable,ENE-WSW
21.12692,79.64237,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),medium (lower amphibolite),moderately weathered,not_applicable,N-S
21.9226,80.00437,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),highly weathered / lateritic,not_applicable,E-W
21.94594,79.54745,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),highly weathered / lateritic,limb,E-W
21.67982,80.4022,Sausar Group,Sitasaongi Formation,Sitasaongi Formation (undifferentiated),Quartz-muscovite schist and gneiss,medium (lower amphibolite),moderately weathered,not_applicable,N-S
20.96875,80.19965,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),,granulite facies,fresh / slightly weathered,not_applicable,NNE-SSW
21.33055,80.62282,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,medium (lower amphibolite),moderately weathered,limb,ENE-WSW
21.43109,79.52746,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,fresh / slightly weathered,not_applicable,ENE-WSW
21.29126,80.01319,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,fresh / slightly weathered,not_applicable,ENE-WSW
21.64735,80.29121,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,moderately weathered,not_applicable,NNE-SSW
21.02465,80.47755,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,moderately weathered,not_applicable,E-W
20.97396,80.45942,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),high (upper amphibolite),fresh / slightly weathered,not_applicable,N-S
21.65544,79.6126,Sausar Group,Bichua Formation,Bichua Formation (undifferentiated),Marble and calc-silicate rock,low (greenschist),moderately weathered,limb,N-S
21.26744,80.62702,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,low (greenschist),highly weathered / lateritic,not_applicable,E-W
21.77384,80.62575,Sausar Group,Chorbaoli Formation,Chorbaoli Formation (undifferentiated),Quartz-mica schist and quartzite,high (upper amphibolite),highly weathered / lateritic,not_applicable,ENE-WSW
21.88311,80.60978,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),moderately weathered,not_applicable,E-W
21.68327,80.1477,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,high (upper amphibolite),highly weathered / lateritic,not_applicable,NW-SE
22.13764,80.43152,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,moderately weathered,,N-S
21.72151,79.44884,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",medium (lower amphibolite),fresh / slightly weathered,limb,ENE-WSW
21.8773,79.6821,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,high (upper amphibolite),moderately weathered,not_applicable,ENE-WSW
21.71922,79.4696,Sausar Group,Junewani Formation,Junewani Formation (undifferentiated),Biotite-muscovite schist/gneiss and biotite granulite,high (upper amphibolite),fresh / slightly weathered,not_applicable,E-W
21.41872,80.60415,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,medium (lower amphibolite),moderately weathered,not_applicable,ENE-WSW
21.47123,80.19392,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),granulite facies,highly weathered / lateritic,not_applicable,ENE-WSW
21.35222,79.94963,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",high (upper amphibolite),highly weathered / lateritic,not_applicable,E-W
21.64177,80.38069,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,medium (lower amphibolite),moderately weathered,limb,N-S
21.39957,80.06544,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),low (greenschist),fresh / slightly weathered,not_applicable,N-S
22.13543,79.94494,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,low (greenschist),fresh / slightly weathered,limb,NNE-SSW
21.6736,80.16813,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,fresh / slightly weathered,not_applicable,NNE-SSW
21.35284,80.01534,Sausar Group,Mansar Formation,,Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,high (upper amphibolite),moderately weathered,not_applicable,E-W
21.5598,80.18401,Marginal Cover (Deccan Trap / Quaternary Alluvium),Deccan/Alluvial cover,Deccan/Alluvial cover (undifferentiated),Basaltic/lateritic cover and alluvium,medium (lower amphibolite),moderately weathered,not_applicable,NW-SE
21.88674,80.39343,Tirodi Gneissic Complex,Tirodi Gneiss,Tirodi Gneiss (undifferentiated),"Biotite gneiss (potassic, migmatitic)",granulite facies,highly weathered / lateritic,limb,NW-SE
21.91734,79.95114,Amgaon Gneissic Complex,Amgaon Gneissic Complex,Amgaon Gneissic Complex (undifferentiated),Granite gneiss / migmatite (basement),medium (lower amphibolite),highly weathered / lateritic,not_applicable,ENE-WSW
21.71452,79.88953,Sausar Group,Mansar Formation,Mansar Fm - Manganese Horizon III (upper),Phyllite and muscovite schist/gneiss with manganese-oxide/gondite horizon,granulite facies,moderately weathered,not_applicable,E-W
